,Var1,Var2,value
2728,UDCA.3OH.S,TLCA,0.1
6078,Valeric.Acid,MacroNutrientsCalculation.TotalAlcoholIntakeG,0.1
5075,Valine,Butyric.Acid,0.1
2735,Valine,TLCA,0.1
1087,Acetic.Acid,breve,0.09
5497,Acetic.Acid,MacroNutrientsCalculation.TotalProteinIntakeG,0.09
3967,Acetic.Acid,pseudocatenulatum,0.09
2437,Acetic.Acid,UDCA.3OH.S,0.09
3356,aMCA,LCA.S,0.09
5876,aMCA,Methylbutyric.Acid,0.09
5687,animalis.animalis,FoodGroupIntakeScore.SaltySnacks,0.09
379,bifidum,FoodGroupIntakeScore.CoffeTea,0.09
5419,bifidum,Isoleucine,0.09
6679,bifidum,MacroNutrientsCalculation.TotalFatIntakeG,0.09
6303,bMCA,FoodGroupIntakeScore.VegetableOils,0.09
6933,bMCA,FoodGroupIntakeScore.Vegetables,0.09
5403,bMCA,Isoleucine,0.09
553,breve,Acetic.Acid,0.09
5053,breve,Butyric.Acid,0.09
7033,breve,FoodGroupIntakeScore.Fruits,0.09
7393,breve,FoodGroupIntakeScore.RegularSoftDrinks,0.09
1137,Butyric.Acid,breve,0.09
5007,Butyric.Acid,FoodGroupIntakeScore.FullFatDairyProducts,0.09
7527,Butyric.Acid,FoodGroupIntakeScore.TotalSoftDrinks,0.09
2847,Butyric.Acid,GCDCA,0.09
6177,Butyric.Acid,PercentualTotalEnergyIntake.Alcohol,0.09
6844,CA,FoodGroupIntakeScore.ColdCuts,0.09
5443,CA.3OH.S,Isoleucine,0.09
4813,CA.3OH.S,PercentualTotalEnergyIntake.Fat,0.09
7066,Caproic.acid,FoodGroupIntakeScore.Fruits,0.09
3736,Caproic.acid,longum.suillum,0.09
6076,Caproic.acid,MacroNutrientsCalculation.TotalAlcoholIntakeG,0.09
3779,CDCA,longum.suillum,0.09
1539,CDCA.3OH.S,GDCA,0.09
2889,CDCA.3OH.S,Heptanoic.Acid,0.09
6039,CDCA.3OH.S,MacroNutrientsCalculation.TotalAlcoholIntakeG,0.09
6129,CDCA.3OH.S,PercentualTotalEnergyIntake.Alcohol,0.09
5226,DCA,FoodGroupIntakeScore.Legumes,0.09
636,DCA,FoodGroupIntakeScore.LowFatDairyProducts,0.09
2436,DCA,UDCA.3OH.S,0.09
4360,DCA.3OH.S,FoodGroupIntakeScore.Olives,0.09
5170,DCA.3OH.S,FoodGroupIntakeScore.Potatoes,0.09
1210,DCA.3OH.S,GLCA,0.09
1300,DCA.3OH.S,Isovaleric.Acid,0.09
7291,DHCA,MCA,0.09
4930,FoodGroupIntakeScore...liveOil,longum.longum,0.09
5560,FoodGroupIntakeScore...liveOil,MacroNutrientsCalculation.TotalProteinIntakeG,0.09
3505,FoodGroupIntakeScore.Alcohol,HDCA,0.09
2605,FoodGroupIntakeScore.Alcohol,Leucine,0.09
1625,FoodGroupIntakeScore.CoffeTea,bifidum,0.09
1355,FoodGroupIntakeScore.CoffeTea,FoodGroupIntakeScore.Eggs,0.09
4325,FoodGroupIntakeScore.CoffeTea,FoodGroupIntakeScore.Olives,0.09
95,FoodGroupIntakeScore.CoffeTea,Propionic.Acid,0.09
347,FoodGroupIntakeScore.ColdCuts,CA,0.09
376,FoodGroupIntakeScore.Eggs,FoodGroupIntakeScore.CoffeTea,0.09
7666,FoodGroupIntakeScore.Eggs,FoodGroupIntakeScore.Sauces,0.09
5301,FoodGroupIntakeScore.Fish,FoodGroupIntakeScore.Legumes,0.09
2405,FoodGroupIntakeScore.FruitJuices,GCA.3OH.S,0.09
2765,FoodGroupIntakeScore.FruitJuices,TLCA,0.09
1159,FoodGroupIntakeScore.Fruits,breve,0.09
4129,FoodGroupIntakeScore.Fruits,Caproic.acid,0.09
5096,FoodGroupIntakeScore.FullFatDairyProducts,Butyric.Acid,0.09
5456,FoodGroupIntakeScore.FullFatDairyProducts,Isoleucine,0.09
1946,FoodGroupIntakeScore.FullFatDairyProducts,UDCA,0.09
509,FoodGroupIntakeScore.Legumes,DCA,0.09
7259,FoodGroupIntakeScore.Legumes,FoodGroupIntakeScore.Fish,0.09
8069,FoodGroupIntakeScore.Legumes,GHDCA,0.09
2939,FoodGroupIntakeScore.Legumes,Heptanoic.Acid,0.09
5639,FoodGroupIntakeScore.Legumes,PercentualTotalEnergyIntake.Protein,0.09
458,FoodGroupIntakeScore.LowFatDairyProducts,DCA,0.09
6938,FoodGroupIntakeScore.LowFatDairyProducts,FoodGroupIntakeScore.Vegetables,0.09
8018,FoodGroupIntakeScore.LowFatDairyProducts,GHDCA,0.09
5408,FoodGroupIntakeScore.LowFatDairyProducts,Isoleucine,0.09
5515,FoodGroupIntakeScore.NonRefinedCereals,MacroNutrientsCalculation.TotalProteinIntakeG,0.09
3559,FoodGroupIntakeScore.Olives,DCA.3OH.S,0.09
409,FoodGroupIntakeScore.Olives,FoodGroupIntakeScore.CoffeTea,0.09
859,FoodGroupIntakeScore.Olives,GCA,0.09
2479,FoodGroupIntakeScore.Olives,UDCA.3OH.S,0.09
3568,FoodGroupIntakeScore.Potatoes,DCA.3OH.S,0.09
5368,FoodGroupIntakeScore.Potatoes,FoodGroupIntakeScore.Poultry,0.09
2758,FoodGroupIntakeScore.Potatoes,TLCA,0.09
958,FoodGroupIntakeScore.Potatoes,TUDCA,0.09
5190,FoodGroupIntakeScore.Poultry,FoodGroupIntakeScore.Potatoes,0.09
7440,FoodGroupIntakeScore.Poultry,FoodGroupIntakeScore.RegularSoftDrinks,0.09
2760,FoodGroupIntakeScore.Poultry,TLCA,0.09
3406,FoodGroupIntakeScore.RedMeatAndProducts,LCA.S,0.09
1962,FoodGroupIntakeScore.RefinedCereals,UDCA,0.09
3132,FoodGroupIntakeScore.RefinedCereals,Valine,0.09
1163,FoodGroupIntakeScore.RegularSoftDrinks,breve,0.09
5393,FoodGroupIntakeScore.RegularSoftDrinks,FoodGroupIntakeScore.Poultry,0.09
1504,FoodGroupIntakeScore.SaltySnacks,animalis.animalis,0.09
2854,FoodGroupIntakeScore.SaltySnacks,GCDCA,0.09
4564,FoodGroupIntakeScore.SaltySnacks,TCDCA,0.09
1436,FoodGroupIntakeScore.Sauces,FoodGroupIntakeScore.Eggs,0.09
3506,FoodGroupIntakeScore.Sauces,HDCA,0.09
2606,FoodGroupIntakeScore.Sauces,Leucine,0.09
4027,FoodGroupIntakeScore.Sweeteners,pseudocatenulatum,0.09
2863,FoodGroupIntakeScore.Sweets,GCDCA,0.09
5124,FoodGroupIntakeScore.TotalSoftDrinks,Butyric.Acid,0.09
1344,FoodGroupIntakeScore.TotalSoftDrinks,Isovaleric.Acid,0.09
251,FoodGroupIntakeScore.VegetableOils,bMCA,0.09
258,FoodGroupIntakeScore.Vegetables,bMCA,0.09
708,FoodGroupIntakeScore.Vegetables,FoodGroupIntakeScore.LowFatDairyProducts,0.09
1248,FoodGroupIntakeScore.Vegetables,GLCA,0.09
2148,FoodGroupIntakeScore.Vegetables,longum.infantis,0.09
4330,GCA,FoodGroupIntakeScore.Olives,0.09
1900,GCA,UDCA,0.09
5787,GCA.3OH.S,FoodGroupIntakeScore.FruitJuices,0.09
4887,GCA.3OH.S,longum.longum,0.09
5072,GCDCA,Butyric.Acid,0.09
5702,GCDCA,FoodGroupIntakeScore.SaltySnacks,0.09
6512,GCDCA,FoodGroupIntakeScore.Sweets,0.09
738,GDCA,CDCA.3OH.S,0.09
7308,GDCA,MCA,0.09
4158,GDCA,TDHCA,0.09
5412,GHCA,Isoleucine,0.09
2082,GHCA,longum.infantis,0.09
1902,GHCA,UDCA,0.09
5310,GHDCA,FoodGroupIntakeScore.Legumes,0.09
720,GHDCA,FoodGroupIntakeScore.LowFatDairyProducts,0.09
3060,GHDCA,HCA,0.09
3780,GHDCA,longum.suillum,0.09
6660,GHDCA,MacroNutrientsCalculation.TotalCarbohydrateIntakeG,0.09
3240,GHDCA,THDCA,0.09
4320,GHDCA,Valeric.Acid,0.09
3524,GLCA,DCA.3OH.S,0.09
6944,GLCA,FoodGroupIntakeScore.Vegetables,0.09
3461,GUDCA,HDCA,0.09
1751,GUDCA,TCA,0.09
8044,HCA,GHDCA,0.09
7599,HDCA,FoodGroupIntakeScore.Alcohol,0.09
7689,HDCA,FoodGroupIntakeScore.Sauces,0.09
3639,HDCA,GUDCA,0.09
4179,HDCA,TDHCA,0.09
753,Heptanoic.Acid,CDCA.3OH.S,0.09
5253,Heptanoic.Acid,FoodGroupIntakeScore.Legumes,0.09
4623,Heptanoic.Acid,Isobutyric.Acid,0.09
5523,Heptanoic.Acid,MacroNutrientsCalculation.TotalProteinIntakeG,0.09
2932,Isobutyric.Acid,Heptanoic.Acid,0.09
1681,Isoleucine,bifidum,0.09
241,Isoleucine,bMCA,0.09
3841,Isoleucine,CA.3OH.S,0.09
5011,Isoleucine,FoodGroupIntakeScore.FullFatDairyProducts,0.09
691,Isoleucine,FoodGroupIntakeScore.LowFatDairyProducts,0.09
1051,Isoleucine,GHCA,0.09
961,Isoleucine,TUDCA,0.09
3525,Isovaleric.Acid,DCA.3OH.S,0.09
7485,Isovaleric.Acid,FoodGroupIntakeScore.TotalSoftDrinks,0.09
5595,Isovaleric.Acid,PercentualTotalEnergyIntake.Protein,0.09
3255,Isovaleric.Acid,THCA,0.09
3075,Isovaleric.Acid,Valine,0.09
2510,Kidmed,UDCA.3OH.S,0.09
2288,LCA.S,aMCA,0.09
6788,LCA.S,FoodGroupIntakeScore.RedMeatAndProducts,0.09
7589,Leucine,FoodGroupIntakeScore.Alcohol,0.09
7679,Leucine,FoodGroupIntakeScore.Sauces,0.09
6954,longum.infantis,FoodGroupIntakeScore.Vegetables,0.09
1014,longum.infantis,GHCA,0.09
6265,longum.longum,FoodGroupIntakeScore...liveOil,0.09
2395,longum.longum,GCA.3OH.S,0.09
145,longum.longum,Propionic.Acid,0.09
4092,longum.suillum,Caproic.acid,0.09
7962,longum.suillum,CDCA,0.09
8052,longum.suillum,GHDCA,0.09
4722,longum.suillum,PercentualTotalEnergyIntake.Carbohydrate,0.09
4118,MacroNutrientsCalculation.TotalAlcoholIntakeG,Caproic.acid,0.09
788,MacroNutrientsCalculation.TotalAlcoholIntakeG,CDCA.3OH.S,0.09
4838,MacroNutrientsCalculation.TotalAlcoholIntakeG,PercentualTotalEnergyIntake.Fat,0.09
8084,MacroNutrientsCalculation.TotalCarbohydrateIntakeG,GHDCA,0.09
1784,MacroNutrientsCalculation.TotalCarbohydrateIntakeG,TCA,0.09
4304,MacroNutrientsCalculation.TotalCarbohydrateIntakeG,Valeric.Acid,0.09
1695,MacroNutrientsCalculation.TotalFatIntakeG,bifidum,0.09
602,MacroNutrientsCalculation.TotalProteinIntakeG,Acetic.Acid,0.09
6272,MacroNutrientsCalculation.TotalProteinIntakeG,FoodGroupIntakeScore...liveOil,0.09
2222,MacroNutrientsCalculation.TotalProteinIntakeG,FoodGroupIntakeScore.NonRefinedCereals,0.09
2942,MacroNutrientsCalculation.TotalProteinIntakeG,Heptanoic.Acid,0.09
82,MCA,DHCA,0.09
1612,MCA,GDCA,0.09
2316,Methylbutyric.Acid,aMCA,0.09
1776,Methylbutyric.Acid,TCA,0.09
3126,Methylbutyric.Acid,Valine,0.09
5109,PercentualTotalEnergyIntake.Alcohol,Butyric.Acid,0.09
789,PercentualTotalEnergyIntake.Alcohol,CDCA.3OH.S,0.09
4029,PercentualTotalEnergyIntake.Alcohol,pseudocatenulatum,0.09
3743,PercentualTotalEnergyIntake.Carbohydrate,longum.suillum,0.09
3834,PercentualTotalEnergyIntake.Fat,CA.3OH.S,0.09
6084,PercentualTotalEnergyIntake.Fat,MacroNutrientsCalculation.TotalAlcoholIntakeG,0.09
5283,PercentualTotalEnergyIntake.Protein,FoodGroupIntakeScore.Legumes,0.09
1323,PercentualTotalEnergyIntake.Protein,Isovaleric.Acid,0.09
362,Propionic.Acid,FoodGroupIntakeScore.CoffeTea,0.09
4862,Propionic.Acid,longum.longum,0.09
585,pseudocatenulatum,Acetic.Acid,0.09
5985,pseudocatenulatum,FoodGroupIntakeScore.Sweeteners,0.09
6165,pseudocatenulatum,PercentualTotalEnergyIntake.Alcohol,0.09
1755,pseudocatenulatum,TCA,0.09
3620,TCA,GUDCA,0.09
6590,TCA,MacroNutrientsCalculation.TotalCarbohydrateIntakeG,0.09
5870,TCA,Methylbutyric.Acid,0.09
3980,TCA,pseudocatenulatum,0.09
3260,TCA,THCA,0.09
5721,TCDCA,FoodGroupIntakeScore.SaltySnacks,0.09
1577,TDHCA,GDCA,0.09
3467,TDHCA,HDCA,0.09
1297,THCA,Isovaleric.Acid,0.09
1747,THCA,TCA,0.09
8046,THDCA,GHDCA,0.09
5791,TLCA,FoodGroupIntakeScore.FruitJuices,0.09
5161,TLCA,FoodGroupIntakeScore.Potatoes,0.09
5341,TLCA,FoodGroupIntakeScore.Poultry,0.09
5141,TUDCA,FoodGroupIntakeScore.Potatoes,0.09
5411,TUDCA,Isoleucine,0.09
4972,UDCA,FoodGroupIntakeScore.FullFatDairyProducts,0.09
6412,UDCA,FoodGroupIntakeScore.RefinedCereals,0.09
832,UDCA,GCA,0.09
1012,UDCA,GHCA,0.09
568,UDCA.3OH.S,Acetic.Acid,0.09
478,UDCA.3OH.S,DCA,0.09
4348,UDCA.3OH.S,FoodGroupIntakeScore.Olives,0.09
7138,UDCA.3OH.S,Kidmed,0.09
8058,Valeric.Acid,GHDCA,0.09
6618,Valeric.Acid,MacroNutrientsCalculation.TotalCarbohydrateIntakeG,0.09
6425,Valine,FoodGroupIntakeScore.RefinedCereals,0.09
1295,Valine,Isovaleric.Acid,0.09
5885,Valine,Methylbutyric.Acid,0.09
7387,Acetic.Acid,FoodGroupIntakeScore.RegularSoftDrinks,0.08
5947,Acetic.Acid,FoodGroupIntakeScore.Sweeteners,0.08
5587,Acetic.Acid,PercentualTotalEnergyIntake.Protein,0.08
2707,Acetic.Acid,TLCA,0.08
7064,adolescentis,FoodGroupIntakeScore.Fruits,0.08
5894,adolescentis,Methylbutyric.Acid,0.08
5156,aMCA,FoodGroupIntakeScore.Potatoes,0.08
4436,aMCA,TaMCA,0.08
7219,bifidum,FoodGroupIntakeScore.Fish,0.08
7039,bifidum,FoodGroupIntakeScore.Fruits,0.08
1819,bifidum,GDHCA,0.08
5943,bMCA,FoodGroupIntakeScore.Sweeteners,0.08
2533,breve,Leucine,0.08
3837,Butyric.Acid,CA.3OH.S,0.08
6537,Butyric.Acid,FoodGroupIntakeScore.Sweets,0.08
5547,Butyric.Acid,MacroNutrientsCalculation.TotalProteinIntakeG,0.08
5637,Butyric.Acid,PercentualTotalEnergyIntake.Protein,0.08
4287,Butyric.Acid,Valeric.Acid,0.08
1354,CA,FoodGroupIntakeScore.Eggs,0.08
2614,CA,FoodGroupIntakeScore.Nuts,0.08
2794,CA,GCDCA,0.08
1534,CA,GDCA,0.08
1264,CA,Isovaleric.Acid,0.08
5083,CA.3OH.S,Butyric.Acid,0.08
1846,Caproic.acid,GDHCA,0.08
946,Caproic.acid,TUDCA,0.08
3106,Caproic.acid,Valine,0.08
809,CDCA,CDCA.3OH.S,0.08
2069,CDCA,LCA,0.08
5669,CDCA,PercentualTotalEnergyIntake.Protein,0.08
4589,CDCA,TCDCA,0.08
7929,CDCA.3OH.S,CDCA,0.08
6939,CDCA.3OH.S,FoodGroupIntakeScore.Vegetables,0.08
1989,CDCA.3OH.S,LCA,0.08
4779,CDCA.3OH.S,PercentualTotalEnergyIntake.Fat,0.08
3069,CDCA.3OH.S,Valine,0.08
366,DCA,FoodGroupIntakeScore.CoffeTea,0.08
1536,DCA,GDCA,0.08
6430,DCA.3OH.S,FoodGroupIntakeScore.RefinedCereals,0.08
1351,DHCA,FoodGroupIntakeScore.Eggs,0.08
5131,DHCA,FoodGroupIntakeScore.Potatoes,0.08
1435,FoodGroupIntakeScore.Alcohol,FoodGroupIntakeScore.Eggs,0.08
3415,FoodGroupIntakeScore.Alcohol,LCA.S,0.08
455,FoodGroupIntakeScore.CoffeTea,DCA,0.08
3425,FoodGroupIntakeScore.CoffeTea,HDCA,0.08
5657,FoodGroupIntakeScore.ColdCuts,PercentualTotalEnergyIntake.Protein,0.08
286,FoodGroupIntakeScore.Eggs,CA,0.08
16,FoodGroupIntakeScore.Eggs,DHCA,0.08
7576,FoodGroupIntakeScore.Eggs,FoodGroupIntakeScore.Alcohol,0.08
5146,FoodGroupIntakeScore.Eggs,FoodGroupIntakeScore.Potatoes,0.08
1701,FoodGroupIntakeScore.Fish,bifidum,0.08
2151,FoodGroupIntakeScore.Fish,longum.infantis,0.08
4851,FoodGroupIntakeScore.Fish,PercentualTotalEnergyIntake.Fat,0.08
7085,FoodGroupIntakeScore.FruitJuices,FoodGroupIntakeScore.Fruits,0.08
3949,FoodGroupIntakeScore.Fruits,adolescentis,0.08
1699,FoodGroupIntakeScore.Fruits,bifidum,0.08
5839,FoodGroupIntakeScore.Fruits,FoodGroupIntakeScore.FruitJuices,0.08
1249,FoodGroupIntakeScore.Fruits,GLCA,0.08
4759,FoodGroupIntakeScore.Fruits,PercentualTotalEnergyIntake.Carbohydrate,0.08
686,FoodGroupIntakeScore.FullFatDairyProducts,FoodGroupIntakeScore.LowFatDairyProducts,0.08
4958,FoodGroupIntakeScore.LowFatDairyProducts,FoodGroupIntakeScore.FullFatDairyProducts,0.08
2438,FoodGroupIntakeScore.LowFatDairyProducts,UDCA.3OH.S,0.08
300,FoodGroupIntakeScore.Nuts,CA,0.08
2308,FoodGroupIntakeScore.Potatoes,aMCA,0.08
58,FoodGroupIntakeScore.Potatoes,DHCA,0.08
1408,FoodGroupIntakeScore.Potatoes,FoodGroupIntakeScore.Eggs,0.08
7528,FoodGroupIntakeScore.Potatoes,FoodGroupIntakeScore.TotalSoftDrinks,0.08
4558,FoodGroupIntakeScore.Potatoes,TCDCA,0.08
150,FoodGroupIntakeScore.Poultry,Propionic.Acid,0.08
3582,FoodGroupIntakeScore.RefinedCereals,DCA.3OH.S,0.08
2412,FoodGroupIntakeScore.RefinedCereals,GCA.3OH.S,0.08
2952,FoodGroupIntakeScore.RefinedCereals,Heptanoic.Acid,0.08
5922,FoodGroupIntakeScore.RefinedCereals,Methylbutyric.Acid,0.08
623,FoodGroupIntakeScore.RegularSoftDrinks,Acetic.Acid,0.08
5483,FoodGroupIntakeScore.RegularSoftDrinks,Isoleucine,0.08
4853,FoodGroupIntakeScore.RegularSoftDrinks,PercentualTotalEnergyIntake.Fat,0.08
6364,FoodGroupIntakeScore.SaltySnacks,FoodGroupIntakeScore.VegetableOils,0.08
2944,FoodGroupIntakeScore.SaltySnacks,Heptanoic.Acid,0.08
607,FoodGroupIntakeScore.Sweeteners,Acetic.Acid,0.08
247,FoodGroupIntakeScore.Sweeteners,bMCA,0.08
2137,FoodGroupIntakeScore.Sweeteners,longum.infantis,0.08
4567,FoodGroupIntakeScore.Sweeteners,TCDCA,0.08
5113,FoodGroupIntakeScore.Sweets,Butyric.Acid,0.08
7183,FoodGroupIntakeScore.Sweets,Kidmed,0.08
5214,FoodGroupIntakeScore.TotalSoftDrinks,FoodGroupIntakeScore.Potatoes,0.08
2154,FoodGroupIntakeScore.TotalSoftDrinks,longum.infantis,0.08
5741,FoodGroupIntakeScore.VegetableOils,FoodGroupIntakeScore.SaltySnacks,0.08
3491,FoodGroupIntakeScore.VegetableOils,HDCA,0.08
3131,FoodGroupIntakeScore.VegetableOils,Valine,0.08
798,FoodGroupIntakeScore.Vegetables,CDCA.3OH.S,0.08
888,FoodGroupIntakeScore.Vegetables,GCA,0.08
6940,GCA,FoodGroupIntakeScore.Vegetables,0.08
3430,GCA,HDCA,0.08
3250,GCA,THCA,0.08
3160,GCA,THDCA,0.08
6417,GCA.3OH.S,FoodGroupIntakeScore.RefinedCereals,0.08
2547,GCA.3OH.S,Leucine,0.08
7317,GCA.3OH.S,MCA,0.08
927,GCA.3OH.S,TUDCA,0.08
302,GCDCA,CA,0.08
288,GDCA,CA,0.08
468,GDCA,DCA,0.08
1641,GDHCA,bifidum,0.08
4071,GDHCA,Caproic.acid,0.08
3351,GDHCA,LCA.S,0.08
7311,GDHCA,MCA,0.08
3420,GHDCA,LCA.S,0.08
7034,GLCA,FoodGroupIntakeScore.Fruits,0.08
4714,HCA,PercentualTotalEnergyIntake.Carbohydrate,0.08
399,HDCA,FoodGroupIntakeScore.CoffeTea,0.08
6339,HDCA,FoodGroupIntakeScore.VegetableOils,0.08
849,HDCA,GCA,0.08
6423,Heptanoic.Acid,FoodGroupIntakeScore.RefinedCereals,0.08
5703,Heptanoic.Acid,FoodGroupIntakeScore.SaltySnacks,0.08
933,Heptanoic.Acid,TUDCA,0.08
7882,Isobutyric.Acid,TDCA,0.08
7441,Isoleucine,FoodGroupIntakeScore.RegularSoftDrinks,0.08
1951,Isoleucine,UDCA,0.08
285,Isovaleric.Acid,CA,0.08
6560,Kidmed,FoodGroupIntakeScore.Sweets,0.08
7943,LCA,CDCA,0.08
743,LCA,CDCA.3OH.S,0.08
923,LCA,TUDCA,0.08
2453,LCA,UDCA.3OH.S,0.08
7598,LCA.S,FoodGroupIntakeScore.Alcohol,0.08
1838,LCA.S,GDHCA,0.08
8048,LCA.S,GHDCA,0.08
1109,Leucine,breve,0.08
2369,Leucine,GCA.3OH.S,0.08
7224,longum.infantis,FoodGroupIntakeScore.Fish,0.08
5964,longum.infantis,FoodGroupIntakeScore.Sweeteners,0.08
7494,longum.infantis,FoodGroupIntakeScore.TotalSoftDrinks,0.08
4254,longum.infantis,Valeric.Acid,0.08
5102,MacroNutrientsCalculation.TotalProteinIntakeG,Butyric.Acid,0.08
2762,MacroNutrientsCalculation.TotalProteinIntakeG,TLCA,0.08
2422,MCA,GCA.3OH.S,0.08
1882,MCA,GDHCA,0.08
3232,MCA,THDCA,0.08
3936,Methylbutyric.Acid,adolescentis,0.08
6456,Methylbutyric.Acid,FoodGroupIntakeScore.RefinedCereals,0.08
5646,Methylbutyric.Acid,PercentualTotalEnergyIntake.Protein,0.08
3216,Methylbutyric.Acid,THDCA,0.08
7073,PercentualTotalEnergyIntake.Carbohydrate,FoodGroupIntakeScore.Fruits,0.08
3023,PercentualTotalEnergyIntake.Carbohydrate,HCA,0.08
774,PercentualTotalEnergyIntake.Fat,CDCA.3OH.S,0.08
7254,PercentualTotalEnergyIntake.Fat,FoodGroupIntakeScore.Fish,0.08
7434,PercentualTotalEnergyIntake.Fat,FoodGroupIntakeScore.RegularSoftDrinks,0.08
603,PercentualTotalEnergyIntake.Protein,Acetic.Acid,0.08
5103,PercentualTotalEnergyIntake.Protein,Butyric.Acid,0.08
7983,PercentualTotalEnergyIntake.Protein,CDCA,0.08
6903,PercentualTotalEnergyIntake.Protein,FoodGroupIntakeScore.ColdCuts,0.08
5913,PercentualTotalEnergyIntake.Protein,Methylbutyric.Acid,0.08
5312,Propionic.Acid,FoodGroupIntakeScore.Poultry,0.08
2300,TaMCA,aMCA,0.08
920,TCA,TUDCA,0.08
7971,TCDCA,CDCA,0.08
5181,TCDCA,FoodGroupIntakeScore.Potatoes,0.08
5991,TCDCA,FoodGroupIntakeScore.Sweeteners,0.08
4678,TDCA,Isobutyric.Acid,0.08
847,THCA,GCA,0.08
846,THDCA,GCA,0.08
7326,THDCA,MCA,0.08
5886,THDCA,Methylbutyric.Acid,0.08
571,TLCA,Acetic.Acid,0.08
5521,TLCA,MacroNutrientsCalculation.TotalProteinIntakeG,0.08
4061,TUDCA,Caproic.acid,0.08
2351,TUDCA,GCA.3OH.S,0.08
2891,TUDCA,Heptanoic.Acid,0.08
1991,TUDCA,LCA,0.08
1721,TUDCA,TCA,0.08
5422,UDCA,Isoleucine,0.08
658,UDCA.3OH.S,FoodGroupIntakeScore.LowFatDairyProducts,0.08
2008,UDCA.3OH.S,LCA,0.08
5088,Valeric.Acid,Butyric.Acid,0.08
2118,Valeric.Acid,longum.infantis,0.08
4085,Valine,Caproic.acid,0.08
755,Valine,CDCA.3OH.S,0.08
6335,Valine,FoodGroupIntakeScore.VegetableOils,0.08
457,Acetic.Acid,DCA,0.07
2204,adolescentis,FoodGroupIntakeScore.NonRefinedCereals,0.07
7154,adolescentis,Kidmed,0.07
3734,adolescentis,longum.suillum,0.07
5786,aMCA,FoodGroupIntakeScore.FruitJuices,0.07
2996,aMCA,HCA,0.07
7757,animalis.animalis,FoodGroupIntakeScore.DietSoftDrinks,0.07
829,bifidum,GCA,0.07
2539,bifidum,Leucine,0.07
4333,breve,FoodGroupIntakeScore.Olives,0.07
4243,breve,Valeric.Acid,0.07
2937,Butyric.Acid,Heptanoic.Acid,0.07
2037,Butyric.Acid,LCA,0.07
4557,Butyric.Acid,TCDCA,0.07
957,Butyric.Acid,TUDCA,0.07
8056,Caproic.acid,GHDCA,0.07
2249,CDCA,FoodGroupIntakeScore.NonRefinedCereals,0.07
899,CDCA,GCA,0.07
3419,CDCA,LCA.S,0.07
2519,CDCA,UDCA.3OH.S,0.07
546,DCA,Acetic.Acid,0.07
6756,DCA,FoodGroupIntakeScore.RedMeatAndProducts,0.07
6700,DCA.3OH.S,MacroNutrientsCalculation.TotalFatIntakeG,0.07
130,DCA.3OH.S,Propionic.Acid,0.07
4450,DCA.3OH.S,TaMCA,0.07
6571,DHCA,MacroNutrientsCalculation.TotalCarbohydrateIntakeG,0.07
2860,FoodGroupIntakeScore...liveOil,GCDCA,0.07
160,FoodGroupIntakeScore...liveOil,Propionic.Acid,0.07
8095,FoodGroupIntakeScore.Alcohol,GHDCA,0.07
2515,FoodGroupIntakeScore.Alcohol,UDCA.3OH.S,0.07
5765,FoodGroupIntakeScore.CoffeTea,FoodGroupIntakeScore.FruitJuices,0.07
1805,FoodGroupIntakeScore.CoffeTea,GDHCA,0.07
1337,FoodGroupIntakeScore.ColdCuts,Isovaleric.Acid,0.07
3317,FoodGroupIntakeScore.ColdCuts,THCA,0.07
1527,FoodGroupIntakeScore.DietSoftDrinks,animalis.animalis,0.07
2877,FoodGroupIntakeScore.DietSoftDrinks,GCDCA,0.07
8026,FoodGroupIntakeScore.Eggs,GHDCA,0.07
916,FoodGroupIntakeScore.Eggs,TUDCA,0.07
4311,FoodGroupIntakeScore.Fish,Valeric.Acid,0.07
2315,FoodGroupIntakeScore.FruitJuices,aMCA,0.07
425,FoodGroupIntakeScore.FruitJuices,FoodGroupIntakeScore.CoffeTea,0.07
5285,FoodGroupIntakeScore.FruitJuices,FoodGroupIntakeScore.Legumes,0.07
695,FoodGroupIntakeScore.FruitJuices,FoodGroupIntakeScore.LowFatDairyProducts,0.07
6365,FoodGroupIntakeScore.FruitJuices,FoodGroupIntakeScore.VegetableOils,0.07
7459,FoodGroupIntakeScore.Fruits,FoodGroupIntakeScore.RegularSoftDrinks,0.07
4579,FoodGroupIntakeScore.Fruits,TCDCA,0.07
2396,FoodGroupIntakeScore.FullFatDairyProducts,GCA.3OH.S,0.07
2936,FoodGroupIntakeScore.FullFatDairyProducts,Heptanoic.Acid,0.07
4466,FoodGroupIntakeScore.FullFatDairyProducts,TaMCA,0.07
5819,FoodGroupIntakeScore.Legumes,FoodGroupIntakeScore.FruitJuices,0.07
5369,FoodGroupIntakeScore.Legumes,FoodGroupIntakeScore.Poultry,0.07
6989,FoodGroupIntakeScore.Legumes,FoodGroupIntakeScore.Vegetables,0.07
4559,FoodGroupIntakeScore.Legumes,TCDCA,0.07
5768,FoodGroupIntakeScore.LowFatDairyProducts,FoodGroupIntakeScore.FruitJuices,0.07
2618,FoodGroupIntakeScore.LowFatDairyProducts,FoodGroupIntakeScore.Nuts,0.07
2348,FoodGroupIntakeScore.LowFatDairyProducts,GCA.3OH.S,0.07
3895,FoodGroupIntakeScore.NonRefinedCereals,adolescentis,0.07
7945,FoodGroupIntakeScore.NonRefinedCereals,CDCA,0.07
